id;source_locale;target_locale;source;target;entities;from;wikidata_labels
36d9402c;en;es;Who was pope the longest?;¿Quién fue Papa durante más tiempo?;['Q19546'];mintaka;{'Q19546': {'es': 'papa', 'en': 'pope'}}
f59ffaa0;en;es;Who was the tallest president ever in the USA?;¿Quién fue el presidente más alto de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
24bbfae6;en;es;What was the longest battle in WW1?;¿Cuál fue la batalla más larga en la Primera Guerra Mundial?;['Q361'];mintaka;{'Q361': {'es': 'Primera Guerra Mundial', 'en': 'World War I'}}
2d1fdbd6;en;es;What was the longest war in world history?;¿Cuál ha sido la guerra más larga en la historia mundial?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
176b1a11;en;es;What was the bloodiest battle of World War 2?;¿Cuál fue la batalla más sangrienta de la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
7ae219c5;en;es;What was the shortest war in history?;¿Cuál fue la guerra de menor duración de la historia?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
b5cca2c2;en;es;Who served as president of the United States the longest?;¿Quién fue presidente de los Estados Unidos durante más tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
a108c446;en;es;What was the costliest war in history?;¿Cuál fue la guerra más cara de la historia?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
6400b93b;en;es;What is the longest recorded war in United States?;¿Cuál es la guerra más larga registrada en Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
896aff94;en;es;What is the shortest recorded war in United States?;¿Cuál es la guerra más corta registrada en Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
2d29eb77;en;es;Which United States president had the shortest time in office?;¿Qué presidente de Estados Unidos estuvo menos tiempo en su cargo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
3a72ecbc;en;es;Which country has hosted the most modern Olympic Games?;¿Qué país ha albergado los Juegos Olímpicos más modernos?;['Q5389'];mintaka;{'Q5389': {'es': 'Juegos Olímpicos', 'en': 'Olympic Games'}}
49f795b5;en;es;What was the longest battle on German ground during World War II?;¿Cuál fue la batalla más larga en suelo alemán durante la Segunda Guerra Mundial?;['Q362', 'Q188'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}, 'Q188': {'es': 'alemán', 'en': 'German'}}
97fe1d6c;en;es;Which Egyptian pharaoh had the shortest reign?;¿Qué faraón egipcio tuvo el reinado más corto?;['Q50868'];mintaka;{'Q50868': {'es': 'egipcio', 'en': 'Egyptian'}}
99c7b724;en;es;Which war during the 20th century had the highest death toll?;¿Qué guerra, durante el siglo XX, ha tenido el mayor número de muertos?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
08dce203;en;es;Which country suffered the most casualties in World War II?;¿Qué país sufrió el mayor número de muertes en la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
5795deee;en;es;Which countries have had the most wars against each other?;¿Qué países han tenido más guerras entre ellos?;['Q6256', 'Q198'];mintaka;{'Q6256': {'es': 'país', 'en': 'country'}, 'Q198': {'es': 'guerra', 'en': 'war'}}
87b3c430;en;es;What is the shortest war in history?;¿Cuál es la guerra más corta de la historia?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
aa26ce7f;en;es;What was the deadliest volcanic eruption?;¿Qué erupción volcánica ha sido la más mortal?;['Q7692360'];mintaka;{'Q7692360': {'es': 'erupción volcánica', 'en': 'volcanic eruption'}}
ba0d6da8;en;es;What was the tallest building in New York City in 1920?;¿Cuál era el edificio más alto de la ciudad de Nueva York en 1920?;['Q60'];mintaka;{'Q60': {'es': 'Nueva York', 'en': 'New York City'}}
3c1dac92;en;es;Which president of the United States served the longest term?;¿Qué presidente de los Estados Unidos estuvo en funciones durante más tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
782d0328;en;es;What was the longest US presidential campaign?;¿Cuál fue la campaña presidencial más larga de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
8d8a467f;en;es;Which president of the United States served the shortest term?;¿Quién fue presidente de los Estados Unidos por menos tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
8c8c818b;en;es;Who served the most terms in office as the president of the United States?;¿Quién fungió como presidente de los Estados Unidos durante la mayor cantidad de periodos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
eb1f25ab;en;es;Who was the longest surviving child of King Louis XVI of France?;¿Cuál de los hijos del Rey Luis XVI de Francia le sobrevivió durante más tiempo?;['Q7732'];mintaka;{'Q7732': {'es': 'Luis XVI', 'en': 'Louis XVI of France'}}
ed00486c;en;es;Who was the longest reigning monarch in history?;¿Quién fue el monarca que gobernó durante más tiempo en la historia?;['Q116'];mintaka;{'Q116': {'es': 'monarca', 'en': 'monarch'}}
16dd1b77;en;es;Which country has won the most battles in history?;¿Qué país ha ganado el mayor número de batallas de la historia?;['Q6256', 'Q178561'];mintaka;{'Q6256': {'es': 'país', 'en': 'country'}, 'Q178561': {'es': 'batalla', 'en': 'battle'}}
2f806991;en;es;Which war had the most countries involved?;¿Qué guerra tuvo la mayor cantidad de países involucrados?;['Q6256', 'Q198'];mintaka;{'Q6256': {'es': 'país', 'en': 'country'}, 'Q198': {'es': 'guerra', 'en': 'war'}}
c1c941ec;en;es;Which pharaoh of Egypt was the youngest?;¿Qué faraón de Egipto fue el más joven?;['Q79'];mintaka;{'Q79': {'es': 'Egipto', 'en': 'Egypt'}}
d04de8b7;en;es;Which Roman emperor served the longest, in years?;¿Cuál emperador Romano gobernó el mayor tiempo, en años?;['Q842606'];mintaka;{'Q842606': {'es': 'emperador romano', 'en': 'Roman emperor'}}
410c6d19;en;es;Which Roman emperor served for the shortest time during the Principate?;¿Qué emperador romano gobernó durante el menor periodo durante el Principado?;['Q842606', 'Q206414'];mintaka;{'Q842606': {'es': 'emperador romano', 'en': 'Roman emperor'}, 'Q206414': {'es': 'principado', 'en': 'Principate'}}
ff4aab1c;en;es;What was the longest battle in the American Revolutionary War?;¿Cuál fue la batalla más larga de la Guerra de Independencia de los Estados Unidos?;['Q40949'];mintaka;{'Q40949': {'es': 'guerra de Independencia de los Estados Unidos', 'en': 'American Revolutionary War'}}
e84bd5c6;en;es;Who had the shortest term as US president?;¿Quién tuvo el menor periodo como presidente de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
49f350d8;en;es;What battle in the Pacific during WWII saw the most American soldiers killed?;¿Qué batalla del Pacífico, durante la Segunda Guerra Mundial, vio el mayor número de muertes de soldados americanos?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
395b190e;en;es;What country has put the most people into space?;¿Qué país ha enviado más gente al espacio?;['Q6256'];mintaka;{'Q6256': {'es': 'país', 'en': 'country'}}
3aaa5eaf;en;es;Who survived the highest fall without a parachute?;¿Quién sobrevivió la caída de mayor altura sin paracaídas?;['Q482816'];mintaka;{'Q482816': {'es': 'paracaídas', 'en': 'parachute'}}
94defa03;en;es;Where was the highest ever recorded temperature in history?;¿Dónde se registró la temperatura más alta de la historia?;['Q11466'];mintaka;{'Q11466': {'es': 'temperatura', 'en': 'temperature'}}
d0277b77;en;es;Which American president has had the shortest tenure in office?;¿Qué presidente de los Estados Unidos duró menos tiempo en su mandato?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
d349d4b7;en;es;Who is the longest serving Indian president in terms of number of years?;¿Quién es el presidente Indio que más tiempo estuvo en términos de años?;['Q668'];mintaka;{'Q668': {'es': 'India', 'en': 'India'}}
be217487;en;es;Which Japanese emperor had the longest tenure?;¿Cuál emperador Japonés tuvo la tenencia más larga?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
cb8063af;en;es;What was the longest war in the history of the United States?;¿Cuál fue la guerra más larga en la historia de los Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
053261cc;en;es;Who was the longest serving United States president?;¿Quién fue el presidente de los Estados Unidos que sirvió por más tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
0209b7aa;en;es;Who was the shortest serving United States president?;¿Quién fue el presidente de los Estados Unidos que ejerció por menos tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
605ceb23;en;es;In which state have the most US presidents been born?;¿En qué estado han nacido la mayor cantidad de presidentes de Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
5816f3f6;en;es;Who was the longest serving king of Thailand?;¿Quién fue el rey de Tailandia que sirvió más tiempo?;['Q869'];mintaka;{'Q869': {'es': 'Tailandia', 'en': 'Thailand'}}
77c606fd;en;es;Who was the longest reigning king of France?;¿Qué rey de Francia reinó por más tiempo?;['Q142'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}}
f380fcaa;en;es;Who was the longest reigning emperor of Japan?;¿Quién fue el emperador de Japón que más tiempo reinó?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
75579b74;en;es;Which Japanese monarch had the longest reign?;¿Qué monarca japonés tuvo el reinado de mayor duración?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
a6fe8ecd;en;es;Which Austrian monarch had the longest reign?;¿Qué monarca austríaco tuvo el reinado más largo?;['Q40'];mintaka;{'Q40': {'es': 'Austria', 'en': 'Austria'}}
5b4c75ff;en;es;Who ruled Rome for the longest period of time?;¿Quién gobernó a Roma por el período más largo de tiempo?;['Q220'];mintaka;{'Q220': {'es': 'Roma', 'en': 'Rome'}}
0cf0fae7;en;es;Which US president has served the longest?;¿Cuál presidente de los Estados Unidos ha ejercido por más tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
b003258d;en;es;Which US president has served the shortest time?;¿Qué Presidente de los Estados Unidos duró menos tiempo en el gobierno?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
0b76e096;en;es;Which US war was the longest?;¿Cuál guerra de los Estados Unidos ha sido la más larga?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
acb28b0f;en;es;Which was the shortest war in history?;¿Cuál fue la guerra más breve de la historia?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
7932e9b8;en;es;What was the longest battle of World War I?;¿Cuál fue la batalla más larga de la Primera Guerra Mundial?;['Q361'];mintaka;{'Q361': {'es': 'Primera Guerra Mundial', 'en': 'World War I'}}
f430440a;en;es;What was the longest continual war in history?;¿Qué fue la guerra más larga de la historia?;['Q198'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}}
409bf040;en;es;Who had the shortest reign in France?;¿Quién tuvo el reinado más corto en Francia?;['Q142'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}}
2af76d3e;en;es;Who has been held the longest in a hostage situation?;¿Quién duró más tiempo como rehén?;['Q192620'];mintaka;{'Q192620': {'es': 'rehén', 'en': 'hostage'}}
45c82a05;en;es;Who was Louis XIV married to the shortest?;¿Con quién estuvo casado Luis XIV durante menos tiempo?;['Q7742'];mintaka;{'Q7742': {'es': 'Luis XIV', 'en': 'Louis XIV of France'}}
fc0799eb;en;es;Who was the shortest president of the United States?;¿Quién fue el presidente de Estados Unidos más bajo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
624299ae;en;es;Who is the shortest reigning monarch in history?;¿Quién es el monarca que reinó por el tiempo más corto de la historia?;['Q116'];mintaka;{'Q116': {'es': 'monarca', 'en': 'monarch'}}
e5aa3547;en;es;Which king of England had the most marriages?;¿Cuál rey de Inglaterra tuvo la mayor cantidad de matrimonios?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
879cf672;en;es;What is the longest war that the United States have been in?;¿Cuál ha sido la guerra más larga en la que ha estado Estados Unidos?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
98ac905a;en;es;What was the longest civil war in Africa?;¿Cuál fue la guerra civil más larga de África?;['Q15'];mintaka;{'Q15': {'es': 'África', 'en': 'Africa'}}
9d438132;en;es;Who has had the shortest time as a US president?;¿Quién ha sido el presidente de Estados Unidos por menor tiempo?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
a44b1ad2;en;es;What country had the most deaths in WWII?;¿Cuál país tuvo el mayor número de muertes en la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
249842e9;en;es;Who is the longest tenured US president?;¿Quién es el presidente de Estados Unidos con mayor permanencia?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
603bafa9;en;es;Who was the shortest serving prime minister of Canada?;¿Qué primer ministro de Canadá estuvo en funciones durante menos tiempo?;['Q16'];mintaka;{'Q16': {'es': 'Canadá', 'en': 'Canada'}}
7487d160;en;es;Who was the oldest person when they started their reign over the United Kingdom?;¿Quién fue la persona más vieja cuando empezó a gobernar el Reino Unido?;['Q145'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
6e5c8561;en;es;Which war has had the most casualties, including civilians?;¿Cuál guerra tuvo el mayor número de bajas civiles?;['Q198', 'Q1056901'];mintaka;{'Q198': {'es': 'guerra', 'en': 'war'}, 'Q1056901': {'es': 'baja', 'en': 'casualty'}}
2af70d4d;en;es;Which US president was elected the greatest number of times?;¿Qué presidente de los Estados Unidos fue reelegido más veces?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
51d64892;en;es;Did the war in Afghanistan begin in 2001?;¿La guerra en Afganistán comenzó en 2001?;['Q889'];mintaka;{'Q889': {'es': 'Afganistán', 'en': 'Afghanistan'}}
437cbdbf;en;es;Did Christopher Columbus come to the Americas in 1492?;¿Cristóbal Colón llegó a América en 1492?;['Q828', 'Q7322'];mintaka;{'Q828': {'es': 'América', 'en': 'Americas'}, 'Q7322': {'es': 'Cristóbal Colón', 'en': 'Christopher Columbus'}}
09296c40;en;es;Did World War II end in 1950?;¿La Segunda Guerra Mundial terminó en 1950?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
5a6b9a1f;en;es;Was Marie Antoinette born in France?;¿María Antonieta nació en Francia?;['Q142'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}}
7a26e9bb;en;es;Did Elizabeth I of England have children?;¿La Reina Isabel I de Inglaterra tuvo hijos?;['Q7207'];mintaka;{'Q7207': {'es': 'Isabel I de Inglaterra', 'en': 'Elizabeth I of England'}}
f4b680d4;en;es;Was Constantinople captured by the Ottoman Empire in 1453?;¿Constantinopla fue capturada por el Imperio Otomano en 1453?;['Q12560', 'Q16869'];mintaka;{'Q12560': {'es': 'Imperio otomano', 'en': 'Ottoman Empire'}, 'Q16869': {'es': 'Constantinopla', 'en': 'Constantinople'}}
2630c08d;en;es;Was the Kingdom of Sardinia a party to the Treaty of Worms?;¿El Reino de Sardinia fue parte de Tratado de Worms?;['Q1995471'];mintaka;{'Q1995471': {'es': 'Tratado de Worms', 'en': 'Treaty of Worms'}}
1961015e;en;es;Was Edward the Elder King of the Anglo-Saxons during the year 1162 AD?;¿Fue Eduardo el Viejo rey de los anglosajones en el año 1162 después de Cristo?;['Q187114', 'Q32768'];mintaka;{'Q187114': {'es': 'Eduardo el Viejo', 'en': 'Edward the Elder'}, 'Q32768': {'es': 'anglosajones', 'en': 'Anglo-Saxons'}}
a0fc682a;en;es;Did the French Revolution take place in 1302?;¿La revolución francesa tuvo lugar en 1302?;['Q6534'];mintaka;{'Q6534': {'es': 'Revolución francesa', 'en': 'French Revolution'}}
4cfd3058;en;es;Was Alexander the Great only 32 years old when he died?;¿Alejandro Magno tenía solamente 32 años cuando murió?;['Q8409'];mintaka;{'Q8409': {'es': 'Alejandro Magno', 'en': 'Alexander the Great'}}
4ca9272a;en;es;Did Germany attack Pearl Harbor on December 7, 1941?;¿Alemania atacó Pearl Harbor el 7 de diciembre de 1941?;['Q183'];mintaka;{'Q183': {'es': 'Alemania', 'en': 'Germany'}}
9e7ac30f;en;es;Was Caligula assassinated?;¿Calígula fue asesinado?;['Q1409'];mintaka;{'Q1409': {'es': 'Calígula', 'en': 'Caligula'}}
8020c87a;en;es;Did the Germans win World War 2?;¿Ganaron la Segunda Guerra Mundial los alemanes?;['Q42884', 'Q362'];mintaka;{'Q42884': {'es': 'alemanes', 'en': 'Germans'}, 'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
502a6168;en;es;Did Japan bomb Pearl Harbor in 1941?;¿Japón bombardeó Pearl Harbor en 1941?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
c1b62eed;en;es;Was Henry V the fifth king of England?;¿Enrique V fue el quinto rey de Inglaterra?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
1ffea70d;en;es;Did Japan surrender in World War 2?;¿Japón se dio por vencido en la Segunda Guerra Mundial?;['Q362', 'Q17'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}, 'Q17': {'es': 'Japón', 'en': 'Japan'}}
be6de3e8;en;es;Have there been more than two world wars?;¿Ha habido más de dos guerras mundiales?;['Q103495'];mintaka;{'Q103495': {'es': 'guerra mundial', 'en': 'world war'}}
dc7bcf33;en;es;Did the United States start out as colonies?;¿Los Estados Unidos empezaron como colonias?;['Q30'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}}
5933e751;en;es;Did King Louis XIV move the seat of his court and government to Versailles?;¿El Rey Luis XIV mudó el gobierno y su corte a Versalles?;['Q7742', 'Q621'];mintaka;{'Q7742': {'es': 'Luis XIV', 'en': 'Louis XIV of France'}, 'Q621': {'es': 'Versalles', 'en': 'Versailles'}}
52b388f9;en;es;Was Nicholas II the first Tsar of Russia?;¿Nicolás II fue el primer Zar de Rusia?;['Q159'];mintaka;{'Q159': {'es': 'Rusia', 'en': 'Russia'}}
ab23a7cd;en;es;Was Brazil part of the Allied Force in World War II?;¿Brasil era parte de las Fuerzas Aliadas en la Segunda Guerra Mundial?;['Q155', 'Q362'];mintaka;{'Q155': {'es': 'Brasil', 'en': 'Brazil'}, 'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
0e0bd6f9;en;es;Was Jeremy Corbyn ever prime minister of the UK?;¿Jeremy Corbyn fue alguna vez Primer Ministro del Reino Unido?;['Q145'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
fb89c2b7;en;es;Has a nuclear or atomic weapon ever been used in combat outside of WWII?;¿Se ha utilizado un arma nuclear o atómica alguna vez en combate aparte de la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
dc24d81b;en;es;Did Boris Yeltsin die in office as president of Russia?;¿Murió Boris Yeltsin durante su gobierno como Presidente de Rusia?;['Q159'];mintaka;{'Q159': {'es': 'Rusia', 'en': 'Russia'}}
6295f62f;en;es;Did Jacques Chirac serve as both president and prime minister of France?;¿Ejerció Jacques Chirac como presidente y primer ministro de Francia?;['Q142', 'Q14212'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}, 'Q14212': {'es': 'primer ministro', 'en': 'prime minister'}}
73862458;en;es;Was Confucius married?;¿Confucio estaba casado?;['Q4604'];mintaka;{'Q4604': {'es': 'Confucio', 'en': 'Confucius'}}
4f8d9746;en;es;Did Leonardo da Vinci paint The Last Supper?;¿Leonardo da Vinci pintó La Última Cena?;['Q51633'];mintaka;{'Q51633': {'es': 'La Última Cena', 'en': 'Last Supper'}}
263a4743;en;es;Did Genghis Khan travel to America?;¿Genghis Khan viajó a América?;['Q828'];mintaka;{'Q828': {'es': 'América', 'en': 'Americas'}}
bdf44aab;en;es;Does South Africa have the largest naval fleet in the world?;¿Sud África tiene la flota naval más grande del mundo?;['Q258'];mintaka;{'Q258': {'es': 'Sudáfrica', 'en': 'South Africa'}}
0679fd20;en;es;Did the United States drop two atomic bombs on Japan during WWII?;¿Los Estados Unidos tiraron dos bombas atómicas en Japón durante la Primera Guerra Mundial?;['Q30', 'Q17'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}, 'Q17': {'es': 'Japón', 'en': 'Japan'}}
3590dd4e;en;es;Did France help the Americans defeat the British during the American Revolution?;¿Francia ayudó a los americanos a derrotar a los británicos durante la revolución americana?;['Q142'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}}
9fa0604d;en;es;Did Adolf Hitler start World War 2?;¿Inició Adolf Hitler la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
139b94e0;en;es;Was Athelstan the first king of England?;¿Fue Atelstán el primer rey de Inglaterra?;['Q21'];mintaka;{'Q21': {'es': 'Inglaterra', 'en': 'England'}}
10f0085c;en;es;Did Queen Elizabeth I have the longest reign in the UK?;¿El reinado de Isabel I fue el más largo del Reino Unido?;['Q145'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
56a3f3c2;en;es;Did Jack the Ripper get married?;¿Jack el Destripador se casó?;['Q43963'];mintaka;{'Q43963': {'es': 'Jack el Destripador', 'en': 'Jack the Ripper'}}
aa422e21;en;es;Was Pope John Paul II married?;¿El Papa Juan Pablo II estuvo casado?;['Q989'];mintaka;{'Q989': {'es': 'Juan Pablo II', 'en': 'John Paul II'}}
1c212de3;en;es;Did King Arthur have ten wives?;¿Tenía el Rey Arturo diez esposas?;['Q45792'];mintaka;{'Q45792': {'es': 'Rey Arturo', 'en': 'King Arthur'}}
dd3a00fb;en;es;Did Henry III of France have one wife?;¿Enrique III de Francia tuvo una esposa?;['Q53448'];mintaka;{'Q53448': {'es': 'Enrique III de Francia', 'en': 'Henry III of France'}}
349b0c4a;en;es;Did Henry IV of France have three wives?;¿Tenía tres esposas Enrique IV de Francia?;['Q936976'];mintaka;{'Q936976': {'es': 'Enrique IV de Francia', 'en': 'Henry IV of France'}}
9b71e0bf;en;es;Was Caligula the third emperor of Rome?;¿Calígula fue el tercer emperador de Roma?;['Q220', 'Q1409'];mintaka;{'Q220': {'es': 'Roma', 'en': 'Rome'}, 'Q1409': {'es': 'Calígula', 'en': 'Caligula'}}
788f2988;en;es;Was America part of the Axis during WW2?;¿América fue parte de los Axis durante la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
affab0cd;en;es;Was Benito Mussolini killed before the end of WW2?;¿Mataron a Benito Mussolini antes del fin de la Segunda Guerra Mundial?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
43678d3f;en;es;Did Canada become fully independent from the United Kingdom in 1982?;¿Canadá se independizó completamente del Reino Unido en 1982?;['Q16', 'Q145'];mintaka;{'Q16': {'es': 'Canadá', 'en': 'Canada'}, 'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
47bcf114;en;es;Did Canada participate in World War II?;¿Canadá participó en la Segunda Guerra Mundial?;['Q362', 'Q16'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}, 'Q16': {'es': 'Canadá', 'en': 'Canada'}}
80d721cc;en;es;Was General Douglas MacArthur the Allied Commander of the Japanese occupation?;¿El general Douglas MacArthur fue el comandante general de la ocupación japonesa?;['Q17'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}}
84409df2;en;es;Did Julius Caesar have Pompey as an enemy?;¿Era Pompeya enemigo de Julio César?;['Q1048'];mintaka;{'Q1048': {'es': 'Julio César', 'en': 'Julius Caesar'}}
13bce9c4;en;es;Was Christopher Columbus married?;¿Cristóbal Colón estaba casado?;['Q7322'];mintaka;{'Q7322': {'es': 'Cristóbal Colón', 'en': 'Christopher Columbus'}}
60bd0f28;en;es;Was Mark Antony the first Roman emperor?;¿Mark Antony fue el primer emperador romano?;['Q842606'];mintaka;{'Q842606': {'es': 'emperador romano', 'en': 'Roman emperor'}}
65796545;en;es;Was the Second World War in the 1950s?;¿La Segunda Guerra Mundial fue en los 1950?;['Q362'];mintaka;{'Q362': {'es': 'Segunda Guerra Mundial', 'en': 'World War II'}}
de3a12ae;en;es;Was Hitler involved in both World Wars in some capacity?;¿Hitler estaba involucrado con ambas guerras mundiales en algún grado?;['Q103495'];mintaka;{'Q103495': {'es': 'guerra mundial', 'en': 'world war'}}
36ccfa24;en;es;Did the Battle of Bunker Hill take place at least partially on a different hill?;¿Tuvo lugar la Batalla de Bunker Hill parcialmente en una colina diferente?;['Q334029'];mintaka;{'Q334029': {'es': 'Batalla de Bunker Hill', 'en': 'Battle of Bunker Hill'}}
13508c00;en;es;Did Alexander the Great die before Hephaestion?;¿Alejandro Magno murió antes que Hephastion?;['Q8409'];mintaka;{'Q8409': {'es': 'Alejandro Magno', 'en': 'Alexander the Great'}}
be0c4040;en;es;Did the Axis win World War 1?;¿Ganó el Eje la Primera Guerra Mundial?;['Q361'];mintaka;{'Q361': {'es': 'Primera Guerra Mundial', 'en': 'World War I'}}
204f1126;en;es;Did Japan participate in World War I?;¿Japón participó en la Primera Guerra Mundial?;['Q17', 'Q361'];mintaka;{'Q17': {'es': 'Japón', 'en': 'Japan'}, 'Q361': {'es': 'Primera Guerra Mundial', 'en': 'World War I'}}
9896653c;en;es;Did the United Kingdom fight a war against a South American country in the 1990s?;¿El Reino Unido peleó una guerra con un país sudamericano en los años 90?;['Q145'];mintaka;{'Q145': {'es': 'Reino Unido', 'en': 'United Kingdom'}}
3b66ab40;en;es;Did the United States fight against France to gain its independence in the Revolutionary War?;¿Los Estados Unidos peleó contra Francia para obtener su independencia en la Guerra Revolucionaria?;['Q30', 'Q142'];mintaka;{'Q30': {'es': 'Estados Unidos', 'en': 'United States'}, 'Q142': {'es': 'Francia', 'en': 'France'}}
16b0ab0f;en;es;Was Adolf Hitler the leader of the Nazi Party?;¿Adolf Hitler era el líder del Partido Nazi?;['Q7320'];mintaka;{'Q7320': {'es': 'Partido Nazi', 'en': 'Nazi Party'}}
7ee0de9f;en;es;Was King Henry VIII the King of France during his reign?;¿El Rey Enrique VII fue el rey de Francia durante su reinado?;['Q142'];mintaka;{'Q142': {'es': 'Francia', 'en': 'France'}}
b24edbc2;en;es;Was Kansas part of the Confederate States of America during the Civil War?;¿Fue Kansas parte de los Estados Confederados de América durante la Guerra Civil?;['Q81931'];mintaka;{'Q81931': {'es': 'Estados Confederados de América', 'en': 'Confederate States of America'}}
d17009f7;en;es;Was Joseph Stalin the leader of Germany?;¿José Stalin fue gobernante de Alemania?;['Q183'];mintaka;{'Q183': {'es': 'Alemania', 'en': 'Germany'}}
0809e5b7;en;es;Did Queen Elizabeth I rule England and Ireland for over 40 years?;¿La Reina Isabel I gobernó Inglaterra e Irlanda por más de 40 años?;['Q27', 'Q21'];mintaka;{'Q27': {'es': 'Irlanda', 'en': 'Ireland'}, 'Q21': {'es': 'Inglaterra', 'en': 'England'}}
